Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
912869,743,8/31/2015 17:09,2nd at South Park,64,8/31/2015 17:21,Grant Avenue at Columbus Avenue,73,677,Subscriber,94133
912868,421,8/31/2015 17:09,Post at Kearny,47,8/31/2015 17:16,Harry Bridges Plaza (Ferry Building),50,509,Subscriber,94965
912867,347,8/31/2015 17:08,Embarcadero at Sansome,60,8/31/2015 17:14,Steuart at Market,74,472,Subscriber,94595
912866,477,8/31/2015 17:08,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:16,San Francisco Caltrain 2 (330 Townsend),69,312,Subscriber,94087
912865,663,8/31/2015 17:08,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:19,Civic Center BART (7th at Market),72,326,Subscriber,94563
912864,417,8/31/2015 17:08,Howard at 2nd,63,8/31/2015 17:15,2nd at Folsom,62,314,Subscriber,94085
912863,594,8/31/2015 17:08,Embarcadero at Folsom,51,8/31/2015 17:18,San Francisco Caltrain 2 (330 Townsend),69,400,Subscriber,94061
912860,717,8/31/2015 17:07,Stanford in Redwood City,25,8/31/2015 17:19,Redwood City Caltrain Station,22,294,Subscriber,95037
912859,657,8/31/2015 17:07,Steuart at Market,74,8/31/2015 17:18,San Francisco Caltrain 2 (330 Townsend),69,535,Subscriber,94005
912856,396,8/31/2015 17:06,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:13,Harry Bridges Plaza (Ferry Building),50,528,Subscriber,94107
912855,271,8/31/2015 17:06,Market at Sansome,77,8/31/2015 17:10,Harry Bridges Plaza (Ferry Building),50,360,Subscriber,94925
912854,917,8/31/2015 17:06,Park at Olive,38,8/31/2015 17:21,Palo Alto Caltrain Station,34,211,Subscriber,94002
912853,421,8/31/2015 17:06,Market at 4th,76,8/31/2015 17:13,San Francisco Caltrain (Townsend at 4th),70,292,Subscriber,94403
912852,558,8/31/2015 17:05,Embarcadero at Folsom,51,8/31/2015 17:14,San Francisco Caltrain (Townsend at 4th),70,527,Subscriber,94062
912849,570,8/31/2015 17:05,5th at Howard,57,8/31/2015 17:14,Steuart at Market,74,236,Subscriber,94930
912848,673,8/31/2015 17:05,Steuart at Market,74,8/31/2015 17:16,San Francisco Caltrain (Townsend at 4th),70,416,Subscriber,94002
912845,531,8/31/2015 17:04,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 17:12,Powell Street BART,39,348,Subscriber,94703
912842,1073,8/31/2015 17:03,Embarcadero at Vallejo,48,8/31/2015 17:21,San Francisco Caltrain 2 (330 Townsend),69,603,Customer,94023
912841,707,8/31/2015 17:03,Market at Sansome,77,8/31/2015 17:14,San Francisco Caltrain (Townsend at 4th),70,512,Subscriber,95122
912839,447,8/31/2015 17:03,Embarcadero at Sansome,60,8/31/2015 17:10,Steuart at Market,74,514,Subscriber,94588
912838,631,8/31/2015 17:02,University and Emerson,35,8/31/2015 17:13,University and Emerson,35,253,Customer,6907
912837,470,8/31/2015 17:02,Howard at 2nd,63,8/31/2015 17:09,San Francisco Caltrain (Townsend at 4th),70,158,Subscriber,94066
912834,333,8/31/2015 17:02,Embarcadero at Sansome,60,8/31/2015 17:07,Steuart at Market,74,516,Subscriber,94111
912833,337,8/31/2015 17:02,2nd at South Park,64,8/31/2015 17:07,San Francisco Caltrain (Townsend at 4th),70,109,Subscriber,94117
912832,984,8/31/2015 17:01,Mechanics Plaza (Market at Battery),75,8/31/2015 17:18,San Francisco Caltrain (Townsend at 4th),70,355,Subscriber,95054
912831,568,8/31/2015 17:01,Spear at Folsom,49,8/31/2015 17:11,San Francisco Caltrain 2 (330 Townsend),69,564,Subscriber,94040
912830,696,8/31/2015 17:01,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:13,San Francisco Caltrain (Townsend at 4th),70,409,Subscriber,94030
912829,159,8/31/2015 17:01,2nd at Folsom,62,8/31/2015 17:04,Temporary Transbay Terminal (Howard at Beale),55,275,Subscriber,94611
912828,344,8/31/2015 17:01,2nd at Folsom,62,8/31/2015 17:07,2nd at Townsend,61,311,Subscriber,94070
912825,196,8/31/2015 17:01,San Antonio Shopping Center,31,8/31/2015 17:04,San Antonio Caltrain Station,29,707,Subscriber,94133
912823,284,8/31/2015 17:00,Embarcadero at Bryant,54,8/31/2015 17:05,Harry Bridges Plaza (Ferry Building),50,403,Subscriber,94903
912822,762,8/31/2015 17:00,Clay at Battery,41,8/31/2015 17:13,San Francisco Caltrain (Townsend at 4th),70,589,Subscriber,94070
912821,519,8/31/2015 17:00,Embarcadero at Folsom,51,8/31/2015 17:09,San Francisco Caltrain (Townsend at 4th),70,354,Subscriber,94085
912820,457,8/31/2015 17:00,Beale at Market,56,8/31/2015 17:08,Embarcadero at Sansome,60,493,Subscriber,94111
912818,663,8/31/2015 16:59,South Van Ness at Market,66,8/31/2015 17:11,Beale at Market,56,877,Subscriber,9611
912817,219,8/31/2015 16:59,Townsend at 7th,65,8/31/2015 17:03,San Francisco Caltrain 2 (330 Townsend),69,348,Subscriber,94041
912816,746,8/31/2015 16:59,Beale at Market,56,8/31/2015 17:11,San Francisco Caltrain (Townsend at 4th),70,462,Subscriber,94089
912815,770,8/31/2015 16:58,Golden Gate at Polk,59,8/31/2015 17:11,Temporary Transbay Terminal (Howard at Beale),55,16,Subscriber,94602
912814,519,8/31/2015 16:58,Market at Sansome,77,8/31/2015 17:07,San Francisco Caltrain (Townsend at 4th),70,33,Subscriber,94306
912813,439,8/31/2015 16:58,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 17:05,San Francisco Caltrain (Townsend at 4th),70,67,Subscriber,94402
912812,576,8/31/2015 16:57,Market at Sansome,77,8/31/2015 17:07,Grant Avenue at Columbus Avenue,73,485,Subscriber,94133
912811,560,8/31/2015 16:57,Powell Street BART,39,8/31/2015 17:06,San Francisco Caltrain 2 (330 Townsend),69,521,Subscriber,95111
912810,700,8/31/2015 16:57,2nd at South Park,64,8/31/2015 17:08,Harry Bridges Plaza (Ferry Building),50,318,Subscriber,94949
912809,935,8/31/2015 16:57,Broadway St at Battery St,82,8/31/2015 17:12,San Francisco Caltrain 2 (330 Townsend),69,283,Subscriber,94025
912808,628,8/31/2015 16:57,Spear at Folsom,49,8/31/2015 17:07,San Francisco Caltrain (Townsend at 4th),70,342,Subscriber,94070
912807,358,8/31/2015 16:56,Townsend at 7th,65,8/31/2015 17:02,Civic Center BART (7th at Market),72,315,Subscriber,94582
912804,311,8/31/2015 16:56,Castro Street and El Camino Real,32,8/31/2015 17:01,Mountain View Caltrain Station,28,197,Subscriber,94158
912803,612,8/31/2015 16:55,Steuart at Market,74,8/31/2015 17:05,San Francisco Caltrain (Townsend at 4th),70,709,Subscriber,94070
912802,948,8/31/2015 16:55,San Francisco City Hall,58,8/31/2015 17:10,Harry Bridges Plaza (Ferry Building),50,609,Subscriber,94903
912801,824,8/31/2015 16:54,Townsend at 7th,65,8/31/2015 17:08,Harry Bridges Plaza (Ferry Building),50,387,Subscriber,94903
912800,631,8/31/2015 16:54,Mechanics Plaza (Market at Battery),75,8/31/2015 17:05,San Francisco Caltrain (Townsend at 4th),70,368,Subscriber,94303
912798,432,8/31/2015 16:54,Powell Street BART,39,8/31/2015 17:01,San Francisco Caltrain 2 (330 Townsend),69,392,Subscriber,94403
912797,491,8/31/2015 16:53,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:01,San Francisco Caltrain 2 (330 Townsend),69,271,Subscriber,94043
912796,818,8/31/2015 16:53,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 17:07,Temporary Transbay Terminal (Howard at Beale),55,191,Subscriber,94107
912793,209,8/31/2015 16:52,Embarcadero at Vallejo,48,8/31/2015 16:56,Steuart at Market,74,535,Subscriber,94568
912792,509,8/31/2015 16:52,2nd at Folsom,62,8/31/2015 17:00,San Francisco Caltrain (Townsend at 4th),70,484,Subscriber,95112
912791,235,8/31/2015 16:52,Embarcadero at Vallejo,48,8/31/2015 16:56,Steuart at Market,74,500,Subscriber,94708
912790,746,8/31/2015 16:52,Embarcadero at Folsom,51,8/31/2015 17:04,San Francisco Caltrain (Townsend at 4th),70,459,Subscriber,95131
912788,699,8/31/2015 16:51,Mountain View City Hall,27,8/31/2015 17:02,Evelyn Park and Ride,30,94,Customer,94022
912787,447,8/31/2015 16:51,Powell at Post (Union Square),71,8/31/2015 16:58,Market at 10th,67,399,Subscriber,94122
912786,409,8/31/2015 16:51,San Pedro Square,6,8/31/2015 16:57,San Jose Diridon Caltrain Station,2,679,Subscriber,94002
912785,476,8/31/2015 16:51,Townsend at 7th,65,8/31/2015 16:59,Civic Center BART (7th at Market),72,277,Subscriber,94611
912784,509,8/31/2015 16:51,Post at Kearny,47,8/31/2015 16:59,Market at 10th,67,557,Subscriber,94118
912783,547,8/31/2015 16:51,South Van Ness at Market,66,8/31/2015 17:00,San Francisco Caltrain 2 (330 Townsend),69,353,Subscriber,95030
912782,848,8/31/2015 16:50,Townsend at 7th,65,8/31/2015 17:04,Harry Bridges Plaza (Ferry Building),50,587,Subscriber,94965
912781,523,8/31/2015 16:50,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 16:59,Powell Street BART,39,469,Subscriber,94606
912779,762,8/31/2015 16:50,Townsend at 7th,65,8/31/2015 17:03,Embarcadero at Folsom,51,527,Subscriber,94501
912778,269,8/31/2015 16:50,2nd at South Park,64,8/31/2015 16:54,Market at Sansome,77,360,Subscriber,95973
912777,449,8/31/2015 16:49,2nd at Townsend,61,8/31/2015 16:57,Steuart at Market,74,416,Subscriber,94588
912776,871,8/31/2015 16:50,Harry Bridges Plaza (Ferry Building),50,8/31/2015 17:04,San Francisco Caltrain (Townsend at 4th),70,371,Subscriber,94070
912775,716,8/31/2015 16:50,Market at 10th,67,8/31/2015 17:01,Temporary Transbay Terminal (Howard at Beale),55,448,Subscriber,94117
912772,446,8/31/2015 16:49,2nd at South Park,64,8/31/2015 16:57,Harry Bridges Plaza (Ferry Building),50,418,Subscriber,94510
912771,439,8/31/2015 16:49,2nd at Townsend,61,8/31/2015 16:57,Harry Bridges Plaza (Ferry Building),50,502,Subscriber,94534
912768,189,8/31/2015 16:49,Townsend at 7th,65,8/31/2015 16:52,San Francisco Caltrain 2 (330 Townsend),69,405,Subscriber,94404
912767,779,8/31/2015 16:49,Beale at Market,56,8/31/2015 17:02,San Francisco Caltrain (Townsend at 4th),70,336,Subscriber,95148
912764,499,8/31/2015 16:47,Embarcadero at Sansome,60,8/31/2015 16:56,Steuart at Market,74,559,Subscriber,94568
912763,915,8/31/2015 16:47,Mechanics Plaza (Market at Battery),75,8/31/2015 17:03,San Francisco Caltrain 2 (330 Townsend),69,549,Subscriber,94301
912762,754,8/31/2015 16:47,Harry Bridges Plaza (Ferry Building),50,8/31/2015 17:00,Townsend at 7th,65,288,Subscriber,94107
912761,144,8/31/2015 16:47,Spear at Folsom,49,8/31/2015 16:49,Steuart at Market,74,291,Subscriber,94582
912758,698,8/31/2015 16:47,Embarcadero at Folsom,51,8/31/2015 16:59,San Francisco Caltrain (Townsend at 4th),70,352,Subscriber,94070
912757,3052,8/31/2015 16:46,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 17:37,Yerba Buena Center of the Arts (3rd @ Howard),68,359,Customer,10009
912752,662,8/31/2015 16:44,Clay at Battery,41,8/31/2015 16:55,San Francisco Caltrain (Townsend at 4th),70,334,Subscriber,94065
912751,360,8/31/2015 16:44,2nd at Folsom,62,8/31/2015 16:50,San Francisco Caltrain (Townsend at 4th),70,687,Subscriber,94403
912749,668,8/31/2015 16:41,Civic Center BART (7th at Market),72,8/31/2015 16:52,San Francisco Caltrain 2 (330 Townsend),69,270,Subscriber,94062
912748,461,8/31/2015 16:43,Commercial at Montgomery,45,8/31/2015 16:51,Temporary Transbay Terminal (Howard at Beale),55,67,Subscriber,94530
912747,416,8/31/2015 16:42,Mechanics Plaza (Market at Battery),75,8/31/2015 16:49,Broadway St at Battery St,82,283,Subscriber,94117
912746,281,8/31/2015 16:42,Embarcadero at Vallejo,48,8/31/2015 16:47,Steuart at Market,74,282,Subscriber,94547
912744,455,8/31/2015 16:42,Market at 10th,67,8/31/2015 16:49,San Francisco Caltrain 2 (330 Townsend),69,470,Subscriber,94061
912743,899,8/31/2015 16:41,Embarcadero at Vallejo,48,8/31/2015 16:56,Embarcadero at Sansome,60,516,Customer,19134
912742,956,8/31/2015 16:41,Embarcadero at Vallejo,48,8/31/2015 16:57,Embarcadero at Sansome,60,514,Customer,19127
912741,622,8/31/2015 16:40,Harry Bridges Plaza (Ferry Building),50,8/31/2015 16:50,Powell at Post (Union Square),71,406,Subscriber,94103
912740,677,8/31/2015 16:39,San Francisco City Hall,58,8/31/2015 16:51,Market at Sansome,77,268,Subscriber,94103
912739,248,8/31/2015 16:39,Harry Bridges Plaza (Ferry Building),50,8/31/2015 16:43,Embarcadero at Bryant,54,617,Subscriber,94110
912738,694,8/31/2015 16:39,Commercial at Montgomery,45,8/31/2015 16:50,Market at 10th,67,480,Subscriber,94065
912737,483,8/31/2015 16:38,Civic Center BART (7th at Market),72,8/31/2015 16:46,Temporary Transbay Terminal (Howard at Beale),55,321,Subscriber,94710
912736,964,8/31/2015 16:38,Clay at Battery,41,8/31/2015 16:54,San Francisco Caltrain (Townsend at 4th),70,544,Subscriber,94301
912735,344,8/31/2015 16:38,2nd at South Park,64,8/31/2015 16:44,Market at Sansome,77,567,Subscriber,94544
912734,503,8/31/2015 16:38,2nd at South Park,64,8/31/2015 16:46,Harry Bridges Plaza (Ferry Building),50,496,Subscriber,94949
912733,3955,8/31/2015 16:38,Embarcadero at Vallejo,48,8/31/2015 17:43,Embarcadero at Sansome,60,356,Customer,2
912732,860,8/31/2015 16:38,Beale at Market,56,8/31/2015 16:52,San Francisco Caltrain 2 (330 Townsend),69,455,Subscriber,95133
912731,280,8/31/2015 16:37,Cowper at University,37,8/31/2015 16:42,Palo Alto Caltrain Station,34,178,Subscriber,94108
912730,531,8/31/2015 16:37,Market at 10th,67,8/31/2015 16:46,San Francisco Caltrain 2 (330 Townsend),69,425,Subscriber,94025
912729,820,8/31/2015 16:37,Commercial at Montgomery,45,8/31/2015 16:51,San Francisco Caltrain (Townsend at 4th),70,413,Subscriber,94010
912728,532,8/31/2015 16:37,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 16:46,San Francisco Caltrain (Townsend at 4th),70,385,Subscriber,94404
912727,1132,8/31/2015 16:37,Clay at Battery,41,8/31/2015 16:56,San Francisco Caltrain (Townsend at 4th),70,556,Subscriber,94402
912726,1424,8/31/2015 16:36,Stanford in Redwood City,25,8/31/2015 17:00,Palo Alto Caltrain Station,34,230,Subscriber,95131
912725,574,8/31/2015 16:36,Steuart at Market,74,8/31/2015 16:45,2nd at South Park,64,418,Subscriber,94024
912724,694,8/31/2015 16:36,Golden Gate at Polk,59,8/31/2015 16:47,San Francisco Caltrain 2 (330 Townsend),69,469,Subscriber,94306
912723,153,8/31/2015 16:35,Post at Kearny,47,8/31/2015 16:38,Mechanics Plaza (Market at Battery),75,283,Subscriber,94105
912722,496,8/31/2015 16:34,2nd at South Park,64,8/31/2015 16:42,Harry Bridges Plaza (Ferry Building),50,501,Subscriber,94939
912721,258,8/31/2015 16:34,Santa Clara at Almaden,4,8/31/2015 16:38,San Jose Diridon Caltrain Station,2,205,Subscriber,95020
912720,649,8/31/2015 16:33,Harry Bridges Plaza (Ferry Building),50,8/31/2015 16:44,San Francisco Caltrain (Townsend at 4th),70,604,Subscriber,95051
912719,285,8/31/2015 16:33,Embarcadero at Sansome,60,8/31/2015 16:37,Embarcadero at Vallejo,48,457,Subscriber,94531
912718,641,8/31/2015 16:28,Harry Bridges Plaza (Ferry Building),50,8/31/2015 16:39,San Francisco Caltrain (Townsend at 4th),70,326,Subscriber,94303
912717,550,8/31/2015 16:32,Powell at Post (Union Square),71,8/31/2015 16:41,San Francisco Caltrain (Townsend at 4th),70,327,Subscriber,94158
912716,630,8/31/2015 16:30,Broadway St at Battery St,82,8/31/2015 16:41,Market at 4th,76,292,Subscriber,94118
912715,184,8/31/2015 16:30,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 16:33,Market at 4th,76,187,Subscriber,94707
912714,211,8/31/2015 16:30,Castro Street and El Camino Real,32,8/31/2015 16:34,Mountain View Caltrain Station,28,147,Subscriber,94109
912713,899,8/31/2015 16:30,Embarcadero at Vallejo,48,8/31/2015 16:45,San Francisco Caltrain (Townsend at 4th),70,619,Subscriber,94002
912712,837,8/31/2015 16:30,Clay at Battery,41,8/31/2015 16:44,San Francisco Caltrain (Townsend at 4th),70,531,Subscriber,94025
912711,788,8/31/2015 16:28,San Francisco City Hall,58,8/31/2015 16:41,San Francisco Caltrain 2 (330 Townsend),69,553,Subscriber,94087
912709,876,8/31/2015 16:28,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 16:42,Market at 10th,67,547,Subscriber,94107
912701,553,8/31/2015 16:23,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 16:32,Powell Street BART,39,343,Subscriber,94117
912700,568,8/31/2015 16:23,Civic Center BART (7th at Market),72,8/31/2015 16:32,Temporary Transbay Terminal (Howard at Beale),55,529,Subscriber,94611
912699,334,8/31/2015 16:23,Broadway St at Battery St,82,8/31/2015 16:28,Mechanics Plaza (Market at Battery),75,581,Subscriber,94114
912695,366,8/31/2015 16:22,Castro Street and El Camino Real,32,8/31/2015 16:28,Mountain View Caltrain Station,28,13,Subscriber,94118
912692,507,8/31/2015 16:21,5th at Howard,57,8/31/2015 16:29,Embarcadero at Folsom,51,325,Customer,38133
912691,247,8/31/2015 16:20,Harry Bridges Plaza (Ferry Building),50,8/31/2015 16:24,Embarcadero at Bryant,54,415,Subscriber,94107
912684,450,8/31/2015 16:19,Embarcadero at Sansome,60,8/31/2015 16:27,Harry Bridges Plaza (Ferry Building),50,366,Customer,48118
912683,1095,8/31/2015 16:19,2nd at South Park,64,8/31/2015 16:37,Broadway St at Battery St,82,461,Subscriber,94111
912682,531,8/31/2015 16:19,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 16:28,San Francisco Caltrain (Townsend at 4th),70,191,Subscriber,95008
912681,556,8/31/2015 16:19,Embarcadero at Sansome,60,8/31/2015 16:28,Harry Bridges Plaza (Ferry Building),50,583,Customer,48118
912678,671,8/31/2015 16:18,Clay at Battery,41,8/31/2015 16:29,2nd at Townsend,61,502,Subscriber,95110
912675,447,8/31/2015 16:17,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 16:25,San Francisco Caltrain 2 (330 Townsend),69,547,Subscriber,94010
912668,718,8/31/2015 16:15,Post at Kearny,47,8/31/2015 16:27,San Francisco Caltrain (Townsend at 4th),70,629,Subscriber,94401
912665,824,8/31/2015 16:14,Embarcadero at Sansome,60,8/31/2015 16:28,Harry Bridges Plaza (Ferry Building),50,511,Customer,nil
912664,827,8/31/2015 16:14,Embarcadero at Sansome,60,8/31/2015 16:28,Harry Bridges Plaza (Ferry Building),50,586,Customer,nil
912663,381,8/31/2015 16:13,Post at Kearny,47,8/31/2015 16:20,Harry Bridges Plaza (Ferry Building),50,472,Subscriber,95442
912662,101,8/31/2015 16:12,San Francisco City Hall,58,8/31/2015 16:14,Market at 10th,67,431,Subscriber,94530
912661,365,8/31/2015 16:11,Market at 4th,76,8/31/2015 16:17,Temporary Transbay Terminal (Howard at Beale),55,417,Subscriber,94501
912660,433,8/31/2015 16:10,2nd at Townsend,61,8/31/2015 16:18,Harry Bridges Plaza (Ferry Building),50,260,Subscriber,94591
912659,498,8/31/2015 16:10,MLK Library,11,8/31/2015 16:19,San Jose Diridon Caltrain Station,2,656,Subscriber,94110
912658,479,8/31/2015 16:10,Townsend at 7th,65,8/31/2015 16:18,Civic Center BART (7th at Market),72,529,Subscriber,94598
912657,961,8/31/2015 16:10,Steuart at Market,74,8/31/2015 16:26,San Francisco Caltrain (Townsend at 4th),70,315,Subscriber,94065
912656,458,8/31/2015 16:09,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 16:17,Embarcadero at Bryant,54,362,Subscriber,95032
912655,452,8/31/2015 16:09,Embarcadero at Folsom,51,8/31/2015 16:16,Clay at Battery,41,334,Subscriber,94124
912654,475,8/31/2015 16:09,2nd at Townsend,61,8/31/2015 16:17,Harry Bridges Plaza (Ferry Building),50,326,Subscriber,94558
912653,317,8/31/2015 16:08,Embarcadero at Bryant,54,8/31/2015 16:13,San Francisco Caltrain 2 (330 Townsend),69,507,Subscriber,94062
912652,631,8/31/2015 16:08,2nd at South Park,64,8/31/2015 16:18,Powell Street BART,39,137,Subscriber,94549
912651,377,8/31/2015 16:07,Adobe on Almaden,5,8/31/2015 16:13,San Jose Diridon Caltrain Station,2,261,Subscriber,94043
912650,217,8/31/2015 16:07,Townsend at 7th,65,8/31/2015 16:11,San Francisco Caltrain 2 (330 Townsend),69,335,Subscriber,94103
912649,595,8/31/2015 16:07,San Francisco Caltrain 2 (330 Townsend),69,8/31/2015 16:17,Temporary Transbay Terminal (Howard at Beale),55,385,Subscriber,94602
912647,284,8/31/2015 16:06,Townsend at 7th,65,8/31/2015 16:10,San Francisco Caltrain 2 (330 Townsend),69,602,Subscriber,94086
912646,427,8/31/2015 16:06,Market at 10th,67,8/31/2015 16:13,San Francisco Caltrain 2 (330 Townsend),69,388,Subscriber,94041
912645,420,8/31/2015 16:06,Market at 10th,67,8/31/2015 16:13,San Francisco Caltrain 2 (330 Townsend),69,677,Subscriber,94404
912643,360,8/31/2015 16:06,Embarcadero at Sansome,60,8/31/2015 16:12,Harry Bridges Plaza (Ferry Building),50,419,Subscriber,94501
912642,351,8/31/2015 16:05,5th at Howard,57,8/31/2015 16:11,Temporary Transbay Terminal (Howard at Beale),55,547,Subscriber,94501
912641,889,8/31/2015 16:05,Davis at Jackson,42,8/31/2015 16:19,San Francisco Caltrain (Townsend at 4th),70,584,Subscriber,94040
912640,674,8/31/2015 16:04,Steuart at Market,74,8/31/2015 16:16,San Francisco Caltrain (Townsend at 4th),70,343,Subscriber,95008
912639,622,8/31/2015 16:04,Steuart at Market,74,8/31/2015 16:15,San Francisco Caltrain (Townsend at 4th),70,527,Subscriber,94061
912638,390,8/31/2015 16:02,Yerba Buena Center of the Arts (3rd @ Howard),68,8/31/2015 16:09,Powell Street BART,39,607,Subscriber,94804
912637,846,8/31/2015 16:00,2nd at South Park,64,8/31/2015 16:14,Harry Bridges Plaza (Ferry Building),50,498,Customer,19127
912636,836,8/31/2015 16:00,2nd at South Park,64,8/31/2015 16:14,Harry Bridges Plaza (Ferry Building),50,632,Customer,19134
912635,265,8/31/2015 15:59,Clay at Battery,41,8/31/2015 16:03,Temporary Transbay Terminal (Howard at Beale),55,395,Subscriber,94501
912634,455,8/31/2015 15:57,Spear at Folsom,49,8/31/2015 16:05,San Francisco Caltrain (Townsend at 4th),70,587,Subscriber,94105
912633,111,8/31/2015 15:57,Davis at Jackson,42,8/31/2015 15:59,Embarcadero at Vallejo,48,282,Subscriber,94112
912632,386,8/31/2015 15:56,Townsend at 7th,65,8/31/2015 16:03,Civic Center BART (7th at Market),72,541,Subscriber,94598
912631,442,8/31/2015 15:56,2nd at Townsend,61,8/31/2015 16:03,Market at Sansome,77,592,Subscriber,94539
912630,560,8/31/2015 15:54,Spear at Folsom,49,8/31/2015 16:04,San Francisco Caltrain (Townsend at 4th),70,362,Subscriber,94306
912629,837,8/31/2015 15:53,Townsend at 7th,65,8/31/2015 16:07,Harry Bridges Plaza (Ferry Building),50,288,Subscriber,94501
912628,649,8/31/2015 15:53,South Van Ness at Market,66,8/31/2015 16:04,Mechanics Plaza (Market at Battery),75,368,Subscriber,94609
912627,656,8/31/2015 15:53,Beale at Market,56,8/31/2015 16:03,San Francisco Caltrain 2 (330 Townsend),69,385,Subscriber,94085
912626,649,8/31/2015 15:52,Broadway St at Battery St,82,8/31/2015 16:03,San Francisco Caltrain (Townsend at 4th),70,134,Subscriber,95120
912625,661,8/31/2015 15:52,Broadway St at Battery St,82,8/31/2015 16:03,San Francisco Caltrain (Townsend at 4th),70,338,Subscriber,95054
912624,650,8/31/2015 15:51,Beale at Market,56,8/31/2015 16:02,San Francisco Caltrain 2 (330 Townsend),69,318,Subscriber,95136
912623,381,8/31/2015 15:50,Embarcadero at Sansome,60,8/31/2015 15:57,Harry Bridges Plaza (Ferry Building),50,406,Subscriber,94947
912622,794,8/31/2015 15:49,Clay at Battery,41,8/31/2015 16:02,San Francisco Caltrain (Townsend at 4th),70,377,Subscriber,94401
912621,99,8/31/2015 15:49,Embarcadero at Vallejo,48,8/31/2015 15:51,Davis at Jackson,42,320,Subscriber,94112
912620,194,8/31/2015 15:48,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 15:51,Beale at Market,56,385,Subscriber,94130
912619,416,8/31/2015 15:47,Howard at 2nd,63,8/31/2015 15:54,Broadway St at Battery St,82,292,Subscriber,94107
912617,511,8/31/2015 15:46,Howard at 2nd,63,8/31/2015 15:54,San Francisco Caltrain 2 (330 Townsend),69,277,Subscriber,94111
912616,652,8/31/2015 15:45,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 15:56,San Francisco Caltrain (Townsend at 4th),70,620,Subscriber,94030
912614,750,8/31/2015 15:45,Mechanics Plaza (Market at Battery),75,8/31/2015 15:57,San Francisco Caltrain 2 (330 Townsend),69,109,Subscriber,94040
912609,525,8/31/2015 15:40,Beale at Market,56,8/31/2015 15:49,Powell Street BART,39,392,Subscriber,95111
912606,292,8/31/2015 15:39,Powell Street BART,39,8/31/2015 15:44,Market at 10th,67,677,Subscriber,94601
912601,930,8/31/2015 15:38,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 15:53,Market at 10th,67,361,Subscriber,94117
912596,839,8/31/2015 15:35,Embarcadero at Folsom,51,8/31/2015 15:49,San Francisco Caltrain (Townsend at 4th),70,290,Subscriber,95148
912594,1327,8/31/2015 15:34,Harry Bridges Plaza (Ferry Building),50,8/31/2015 15:56,Townsend at 7th,65,541,Subscriber,94103
912593,2979,8/31/2015 15:31,Embarcadero at Sansome,60,8/31/2015 16:21,San Francisco Caltrain (Townsend at 4th),70,405,Subscriber,95129
912592,656,8/31/2015 15:29,San Francisco Caltrain (Townsend at 4th),70,8/31/2015 15:40,Steuart at Market,74,315,Subscriber,94066
912591,741,8/31/2015 15:28,Harry Bridges Plaza (Ferry Building),50,8/31/2015 15:41,Harry Bridges Plaza (Ferry Building),50,618,Subscriber,94606
912589,296,8/31/2015 15:26,Howard at 2nd,63,8/31/2015 15:31,Embarcadero at Folsom,51,354,Subscriber,94105
912588,486,8/31/2015 15:26,Embarcadero at Sansome,60,8/31/2015 15:34,Commercial at Montgomery,45,487,Subscriber,94102
912587,437,8/31/2015 15:25,2nd at Folsom,62,8/31/2015 15:33,Davis at Jackson,42,479,Subscriber,94117
912586,1484,8/31/2015 15:23,California Ave Caltrain Station,36,8/31/2015 15:48,University and Emerson,35,75,Customer,94062
912585,538,8/31/2015 15:22,Harry Bridges Plaza (Ferry Building),50,8/31/2015 15:31,Market at 4th,76,434,Subscriber,94117
912576,324,8/31/2015 15:17,Temporary Transbay Terminal (Howard at Beale),55,8/31/2015 15:22,Steuart at Market,74,418,Customer,nil
912571,543,8/31/2015 15:14,Powell at Post (Union Square),71,8/31/2015 15:23,San Francisco City Hall,58,609,Subscriber,94107
912570,5594,8/31/2015 15:13,Embarcadero at Sansome,60,8/31/2015 16:46,Embarcadero at Sansome,60,559,Customer,91942
912569,330,8/31/2015 15:12,2nd at Folsom,62,8/31/2015 15:18,Harry Bridges Plaza (Ferry Building),50,371,Subscriber,94558
